id_order;tanggal;jenis_barang;kategori;qty;jenis_penjualan; harga_jual ;diskon; harga_akhir ; hpp ;pendapatan;prov;negara;;tgl_jual;barang_jual;tgl_prod;barang_prod;;bulan;pend_total
Dini;04/12/22;Gasing Honeycomb;Traditional;1;Manual; IDR99.000 ;10%; IDR89.100 ; IDR31.200 ; IDR57.900 ;DKI JAKARTA;INDONESIA;;04/12/22;Gasing Honeycomb;Aug-22;Camping;;;
Dini;04/12/22;Gasing Honeycomb;Traditional;1;Manual; IDR99.000 ;10%; IDR89.100 ; IDR31.200 ; IDR57.900 ;DKI JAKARTA;INDONESIA;;04/12/22;Gasing Honeycomb;Aug-22;Camping;;;
Dini;04/12/22;Gasing Honeycomb;Traditional;1;Manual; IDR99.000 ;10%; IDR89.100 ; IDR31.200 ; IDR57.900 ;DKI JAKARTA;INDONESIA;;04/12/22;Gasing Honeycomb;Aug-22;Camping;;;
Dini;04/12/22;Jelajas Activity Kit;Jelajah;1;Manual; IDR407.100 ;40%; IDR244.260 ; IDR819.000 ; IDR(574.740);DKI JAKARTA;INDONESIA;;04/12/22;Jelajas Activity Kit;Aug-22;Camping;;;
Dini;04/12/22;Milkee Folks;Folks;1;Manual; IDR429.000 ;40%; IDR257.400 ; IDR152.750 ; IDR104.650 ;DKI JAKARTA;INDONESIA;;04/12/22;Milkee Folks;Sep-22;Forest;;;
Cynthia;04/12/22;Noel;Christmas;1;Manual; IDR429.000 ;0%; IDR429.000 ; IDR213.200 ; IDR215.800 ;DKI JAKARTA;INDONESIA;;04/12/22;Noel;Sep-22;Forest;;;
Dini;04/12/22;Persian Castle;Raya;1;Manual; IDR649.000 ;40%; IDR389.400 ; IDR191.750 ; IDR197.650 ;DKI JAKARTA;INDONESIA;;04/12/22;Persian Castle;Sep-22;Forest;;;
Cynthia;04/12/22;Xmas Socks;Christmas;1;Manual; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;DKI JAKARTA;INDONESIA;;04/12/22;Xmas Socks;Sep-22;Forest;;;
Cynthia;04/12/22;Xmas Socks;Christmas;1;Manual; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;DKI JAKARTA;INDONESIA;;04/12/22;Xmas Socks;Sep-22;Forest;;;
Cynthia;04/12/22;Xmas Socks;Christmas;1;Manual; IDR99.000 ;0%; IDR99.000 ; IDR46.500 ; IDR52.500 ;DKI JAKARTA;INDONESIA;;04/12/22;Xmas Socks;Sep-22;Forest;;;
Cynthia;04/12/22;Xmas Village B;Christmas;1;Manual; IDR249.000 ;0%; IDR249.000 ; IDR124.800 ; IDR124.200 ;DKI JAKARTA;INDONESIA;;04/12/22;Xmas Village B;Sep-22;Forest;;;
Cynthia;04/12/22;Xmas Village C;Christmas;1;Manual; IDR249.000 ;0%; IDR249.000 ; IDR124.800 ; IDR124.200 ;DKI JAKARTA;INDONESIA;;04/12/22;Xmas Village C;Sep-22;Forest;;;
Twinkle44685Eldatasa;05/04/22;Aksara Fc ;Alphabet;1;Marketplace; IDR259.000 ;0%; IDR259.000 ; IDR125.450 ; IDR133.550 ;JAWA BARAT;INDONESIA;;05/04/22;Aksara Fc ;Sep-22;Forest;;;
Winda;05/06/22;Lintasan Track Planet;Solar System;1;Manual; IDR229.000 ;15%; IDR194.650 ; IDR107.900 ; IDR86.750 ;JAWA BARAT;INDONESIA;;05/06/22;Lintasan Track Planet;Sep-22;Forest;;;
Bernard;05/06/22;Lintasan Track Planet;Solar System;1;Manual; IDR229.000 ;15%; IDR194.650 ; IDR107.900 ; IDR86.750 ;BANTEN;INDONESIA;;05/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Twinkle44687Lyxsa;05/06/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;DKI JAKARTA;INDONESIA;;05/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Twinkle44687Caanisamisepti;05/06/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;JAWA BARAT;INDONESIA;;05/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Twinkle44687shantypratiwinutfatsyah;05/06/22;Mini Tree B;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;JAWA TENGAH;INDONESIA;;05/06/22;Mini Tree B;Sep-22;Solar System;;;
Bernard;05/06/22;Planet + Fc;Solar System;1;Manual; IDR289.000 ;15%; IDR245.650 ; IDR133.900 ; IDR111.750 ;BANTEN;INDONESIA;;05/06/22;Planet + Fc;Sep-22;Solar System;;;
Winda;05/06/22;Planet Rocket Astro Bundle;Solar System;1;Manual; IDR429.000 ;15%; IDR364.650 ; IDR206.700 ; IDR157.950 ;JAWA BARAT;INDONESIA;;05/06/22;Planet Rocket Astro Bundle;Sep-22;Solar System;;;
Twinkle44687Lyxsa;05/06/22;Planet Rocket Astro Bundle;Solar System;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR206.700 ; IDR222.300 ;DKI JAKARTA;INDONESIA;;05/06/22;Planet Rocket Astro Bundle;Sep-22;Solar System;;;
Twinkle44687Caanisamisepti;05/06/22;Planet Rocket Astro Bundle;Solar System;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR206.700 ; IDR222.300 ;JAWA BARAT;INDONESIA;;05/06/22;Planet Rocket Astro Bundle;Sep-22;Solar System;;;
Twinkle44687Pikpikcarrots;05/06/22;Wooden Broom Set Child;Home Living;1;Marketplace; IDR379.000 ;0%; IDR379.000 ; IDR146.900 ; IDR232.100 ;DKI JAKARTA;INDONESIA;;05/06/22;Wooden Broom Set Child;Sep-22;Solar System;;;
Twinkle44688rini_3108;05/07/22;Mini Tree B;Birthday;1;Marketplace; IDR79.000 ;0%; IDR79.000 ; IDR24.700 ; IDR54.300 ;SUMATERA UTARA;INDONESIA;;05/07/22;Mini Tree B;Sep-22;Solar System;;;
Twinkle44688evanjericho87;05/07/22;Wooden Broom Set Adult;Home Living;1;Marketplace; IDR449.000 ;0%; IDR449.000 ; IDR174.200 ; IDR274.800 ;BALI;INDONESIA;;05/07/22;Wooden Broom Set Adult;Sep-22;Solar System;;;
;05/08/22;Kitchen;Chef;1;Manual; IDR3.779.000 ;0%; IDR3.779.000 ; IDR1.768.000 ; IDR2.011.000 ;BANTEN;INDONESIA;;05/08/22;Kitchen;Sep-22;Solar System;;;
Ely;05/12/22;Xmas Tree;Christmas;1;Manual; IDR1.379.000 ;0%; IDR1.379.000 ; IDR678.400 ; IDR700.600 ;JAWA TENGAH;INDONESIA;;05/12/22;Xmas Tree;Sep-22;Solar System;;;
Twinkle44716Sevpi;06/04/22;Twinkle Rain Coat S ;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;DKI JAKARTA;INDONESIA;;06/04/22;Twinkle Rain Coat S ;Sep-22;Solar System;;;
Julia;06/06/22;Lintasan Track Planet;Solar System;1;Manual; IDR229.000 ;15%; IDR194.650 ; IDR107.900 ; IDR86.750 ;BANTEN;INDONESIA;;06/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Twinkle44718Aikarya21;06/06/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;BANTEN;INDONESIA;;06/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Twinkle44718Ricksoh;06/06/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;BANTEN;INDONESIA;;06/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Julia;06/06/22;Planet + Fc;Solar System;1;Manual; IDR289.000 ;15%; IDR245.650 ; IDR133.900 ; IDR111.750 ;BANTEN;INDONESIA;;06/06/22;Planet + Fc;Sep-22;Solar System;;;
Twinkle44718anggianamliaa;06/06/22;Planet + FC;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;BALI;INDONESIA;;06/06/22;Planet + FC;Sep-22;Solar System;;;
Dera;06/06/22;Planet Rocket Astro Bundle;Solar System;1;Manual; IDR429.000 ;15%; IDR364.650 ; IDR206.700 ; IDR157.950 ;DKI JAKARTA;INDONESIA;;06/06/22;Planet Rocket Astro Bundle;Sep-22;Solar System;;;
Twinkle44718Aikarya21;06/06/22;Planet Rocket Astro Bundle;Solar System;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR206.700 ; IDR222.300 ;BANTEN;INDONESIA;;06/06/22;Planet Rocket Astro Bundle;Sep-22;Solar System;;;
Twinkle44718Pourbebe;06/06/22;Twinkle Rain Coat M;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;JAWA BARAT;INDONESIA;;06/06/22;Twinkle Rain Coat M;Sep-22;Solar System;;;
Man;06/12/22;Cleaning Bottle Set;Home Living;1;Manual; IDR319.000 ;5%; IDR303.050 ; IDR197.000 ; IDR106.050 ;SINGAPURA;SINGAPURA;;06/12/22;Cleaning Bottle Set;Sep-22;Solar System;;;
Man;06/12/22;Cleaning Bottle Set;Home Living;1;Manual; IDR319.000 ;5%; IDR303.050 ; IDR197.000 ; IDR106.050 ;SINGAPURA;SINGAPURA;;06/12/22;Cleaning Bottle Set;Sep-22;Solar System;;;
Man;06/12/22;Hampers Noel;Christmas;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR421.700 ; IDR(14.150);SINGAPURA;SINGAPURA;;06/12/22;Hampers Noel;Sep-22;Solar System;;;
Man;06/12/22;Hampers Twinkle;Christmas;1;Manual; IDR379.000 ;5%; IDR360.050 ; IDR350.150 ; IDR9.900 ;SINGAPURA;SINGAPURA;;06/12/22;Hampers Twinkle;Sep-22;Solar System;;;
Man;06/12/22;Kemoceng;Camping;1;Manual; IDR59.000 ;5%; IDR56.050 ; IDR20.000 ; IDR36.050 ;SINGAPURA;SINGAPURA;;06/12/22;Kemoceng;Sep-22;Solar System;;;
Man;06/12/22;Kemoceng;Camping;1;Manual; IDR59.000 ;5%; IDR56.050 ; IDR20.000 ; IDR36.050 ;SINGAPURA;SINGAPURA;;06/12/22;Kemoceng;Sep-22;Solar System;;;
Man;06/12/22;Mountain Bear;Folks;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR152.750 ; IDR254.800 ;SINGAPURA;SINGAPURA;;06/12/22;Mountain Bear;Sep-22;Solar System;;;
Man;06/12/22;Mountain Bear;Folks;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR152.750 ; IDR254.800 ;SINGAPURA;SINGAPURA;;06/12/22;Mountain Bear;Sep-22;Solar System;;;
Man;06/12/22;Noel;Christmas;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR213.200 ; IDR194.350 ;SINGAPURA;SINGAPURA;;06/12/22;Noel;Sep-22;Solar System;;;
Man;06/12/22;Noel;Christmas;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR213.200 ; IDR194.350 ;SINGAPURA;SINGAPURA;;06/12/22;Noel;Sep-22;Solar System;;;
Man;06/12/22;Noel;Christmas;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR213.200 ; IDR194.350 ;SINGAPURA;SINGAPURA;;06/12/22;Noel;Sep-22;Solar System;;;
Man;06/12/22;Noel;Christmas;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR213.200 ; IDR194.350 ;SINGAPURA;SINGAPURA;;06/12/22;Noel;Sep-22;Solar System;;;
Man;06/12/22;Noel;Christmas;1;Manual; IDR429.000 ;5%; IDR407.550 ; IDR213.200 ; IDR194.350 ;SINGAPURA;SINGAPURA;;06/12/22;Noel;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Wings Fairy A;Fairy;1;Manual; IDR449.000 ;5%; IDR426.550 ; IDR189.150 ; IDR237.400 ;SINGAPURA;SINGAPURA;;06/12/22;Wings Fairy A;Sep-22;Solar System;;;
Man;06/12/22;Xmas Tree;Christmas;1;Manual; IDR1.379.000 ;5%; IDR1.310.050 ; IDR678.400 ; IDR631.650 ;SINGAPURA;SINGAPURA;;06/12/22;Xmas Tree;Sep-22;Solar System;;;
Man;06/12/22;Xmas Tree;Christmas;1;Manual; IDR1.379.000 ;5%; IDR1.310.050 ; IDR678.400 ; IDR631.650 ;SINGAPURA;SINGAPURA;;06/12/22;Xmas Tree;Sep-22;Solar System;;;
Irene;06/12/22;Xmas Tree;Christmas;1;Manual; IDR1.379.000 ;0%; IDR1.379.000 ; IDR678.400 ; IDR700.600 ;SINGAPURA;INDONESIA;;06/12/22;Xmas Tree;Sep-22;Solar System;;;
Windiana;06/12/22;Xmas Tree;Christmas;1;Manual; IDR1.379.000 ;0%; IDR1.379.000 ; IDR678.400 ; IDR700.600 ;DKI JAKARTA;INDONESIA;;06/12/22;Xmas Tree;Sep-22;Solar System;;;
Man;06/12/22;Xmas Village A;Christmas;1;Manual; IDR249.000 ;5%; IDR236.550 ; IDR124.800 ; IDR111.750 ;SINGAPURA;SINGAPURA;;06/12/22;Xmas Village A;Sep-22;Solar System;;;
Man;06/12/22;Xmas Village B;Christmas;1;Manual; IDR249.000 ;5%; IDR236.550 ; IDR124.800 ; IDR111.750 ;SINGAPURA;SINGAPURA;;06/12/22;Xmas Village B;Sep-22;Solar System;;;
Irene;06/12/22;Xmas Village D;Christmas;1;Manual; IDR249.000 ;10%; IDR224.100 ; IDR124.800 ; IDR99.300 ;SINGAPURA;INDONESIA;;06/12/22;Xmas Village D;Sep-22;Solar System;;;
Irene;06/12/22;Xmas Village E;Christmas;1;Manual; IDR249.000 ;10%; IDR224.100 ; IDR124.800 ; IDR99.300 ;SINGAPURA;INDONESIA;;06/12/22;Xmas Village E;Sep-22;Solar System;;;
Man;06/12/22;Xmas Village G;Christmas;1;Manual; IDR249.000 ;5%; IDR236.550 ; IDR124.800 ; IDR111.750 ;SINGAPURA;SINGAPURA;;06/12/22;Xmas Village G;Sep-22;Solar System;;;
Irene;06/12/22;Xmas Village G;Christmas;1;Manual; IDR249.000 ;10%; IDR224.100 ; IDR124.800 ; IDR99.300 ;SINGAPURA;INDONESIA;;06/12/22;Xmas Village G;Sep-22;Solar System;;;
Twinkle44748Sorayanabila;07/06/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;DI YOGYAKARTA;INDONESIA;;07/06/22;Lintasan Track Planet;Sep-22;Solar System;;;
Twinkle44749fikrydiyotra;07/07/22;Gasing Honeycomb;Traditional;1;Marketplace; IDR99.000 ;0%; IDR99.000 ; IDR31.200 ; IDR67.800 ;BANTEN;INDONESIA;;07/07/22;Gasing Honeycomb;Sep-22;Solar System;;;
Twinkle44749restika.rahayu;07/07/22;Senja Island;Village;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR124.800 ; IDR124.200 ;RIAU;INDONESIA;;07/07/22;Senja Island;Sep-22;Solar System;;;
Twinkle44749corneliaghea;07/07/22;Traffic Bundle;Vehicles;1;Marketplace; IDR259.000 ;0%; IDR259.000 ; IDR116.350 ; IDR142.650 ;JAWA TIMUR;INDONESIA;;07/07/22;Traffic Bundle;Sep-22;Solar System;;;
Twinkle44749mrsotto26;07/07/22;Twinkle Rain Coat M;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;BALI;INDONESIA;;07/07/22;Twinkle Rain Coat M;Sep-22;Solar System;;;
Twinkle44749vinakss22;07/07/22;Twinkle Rain Coat S ;Camping;1;Marketplace; IDR249.000 ;0%; IDR249.000 ; IDR108.550 ; IDR140.450 ;BALI;INDONESIA;;07/07/22;Twinkle Rain Coat S ;Sep-22;Solar System;;;
Twinkle44749aryani1097;07/07/22;Vehicles 1 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;07/07/22;Vehicles 1 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749corneliaghea;07/07/22;Vehicles 1 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA TIMUR;INDONESIA;;07/07/22;Vehicles 1 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749defikacita;07/07/22;Vehicles 1 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;DI YOGYAKARTA;INDONESIA;;07/07/22;Vehicles 1 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749chipmunx_;07/07/22;Vehicles 1 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;07/07/22;Vehicles 1 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749naufalmuna;07/07/22;Vehicles 2 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;NANGGROE ACEH DARUSSALAM (NAD);INDONESIA;;07/07/22;Vehicles 2 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749fikrydiyotra;07/07/22;Vehicles 3 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;BANTEN;INDONESIA;;07/07/22;Vehicles 3 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749corneliaghea;07/07/22;Vehicles 3 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA TIMUR;INDONESIA;;07/07/22;Vehicles 3 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749naufalmuna;07/07/22;Vehicles 3 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;NANGGROE ACEH DARUSSALAM (NAD);INDONESIA;;07/07/22;Vehicles 3 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749chipmunx_;07/07/22;Vehicles 3 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;07/07/22;Vehicles 3 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749fikrydiyotra;07/07/22;Vehicles 4 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;BANTEN;INDONESIA;;07/07/22;Vehicles 4 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749chipmunx_;07/07/22;Vehicles 4 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;07/07/22;Vehicles 4 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749defikacita;07/07/22;Vehicles 5 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;DI YOGYAKARTA;INDONESIA;;07/07/22;Vehicles 5 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749naufalmuna;07/07/22;Vehicles 5 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;NANGGROE ACEH DARUSSALAM (NAD);INDONESIA;;07/07/22;Vehicles 5 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749chipmunx_;07/07/22;Vehicles 5 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;07/07/22;Vehicles 5 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749fikrydiyotra;07/07/22;Vehicles 6 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;BANTEN;INDONESIA;;07/07/22;Vehicles 6 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749corneliaghea;07/07/22;Vehicles 6 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA TIMUR;INDONESIA;;07/07/22;Vehicles 6 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749defikacita;07/07/22;Vehicles 6 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;DI YOGYAKARTA;INDONESIA;;07/07/22;Vehicles 6 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749chipmunx_;07/07/22;Vehicles 6 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;JAWA BARAT;INDONESIA;;07/07/22;Vehicles 6 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749defikacita;07/07/22;Vehicles 7 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;DI YOGYAKARTA;INDONESIA;;07/07/22;Vehicles 7 Jadi Phase 2;Sep-22;Chef Collection;;;
Twinkle44749naufalmuna;07/07/22;Vehicles 7 Jadi Phase 2;Vehicles;1;Marketplace; IDR89.000 ;0%; IDR89.000 ; IDR37.700 ; IDR51.300 ;NANGGROE ACEH DARUSSALAM (NAD);INDONESIA;;07/07/22;Vehicles 7 Jadi Phase 2;Sep-22;Chef Collection;;;
Angel;07/10/22;Fruit Veggies;Chef;1;Manual; IDR579.000 ;30%; IDR405.300 ; IDR288.125 ; IDR117.175 ;DKI JAKARTA;INDONESIA;;07/10/22;Fruit Veggies;Sep-22;Chef Collection;;;
Angel;07/10/22;Picnic;Camping;1;Manual; IDR649.000 ;30%; IDR454.300 ; IDR191.750 ; IDR262.550 ;DKI JAKARTA;INDONESIA;;07/10/22;Picnic;Sep-22;Birthday ;;;
Angel;07/10/22;Ponyo;Chef;1;Manual; IDR449.000 ;25%; IDR336.750 ; IDR230.750 ; IDR106.000 ;DKI JAKARTA;INDONESIA;;07/10/22;Ponyo;Sep-22;Birthday ;;;
Twinkle44774playwithzl;08/01/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;DKI JAKARTA;INDONESIA;;08/01/22;Lintasan Track Planet;Sep-22;Birthday ;;;
Twinkle44774playwithzl;08/01/22;Planet + Fc;Solar System;1;Marketplace; IDR289.000 ;0%; IDR289.000 ; IDR133.900 ; IDR155.100 ;DKI JAKARTA;INDONESIA;;08/01/22;Planet + Fc;Sep-22;Birthday ;;;
Twinkle44776gavyra.fruit;08/03/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;DKI JAKARTA;INDONESIA;;08/03/22;Lintasan Track Planet;Sep-22;Birthday ;;;
Twinkle44776novi.dwi.septiana;08/03/22;Lintasan Track Planet;Solar System;1;Marketplace; IDR229.000 ;0%; IDR229.000 ; IDR107.900 ; IDR121.100 ;KALIMANTAN TENGAH;INDONESIA;;08/03/22;Lintasan Track Planet;Sep-22;Birthday ;;;
Twinkle44776gavyra.fruit;08/03/22;Milkee Folks;Folks;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR152.750 ; IDR276.250 ;DKI JAKARTA;INDONESIA;;08/03/22;Milkee Folks;Sep-22;Birthday ;;;
Twinkle44776gavyra.fruit;08/03/22;Mountain Bear;Folks;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR152.750 ; IDR276.250 ;DKI JAKARTA;INDONESIA;;08/03/22;Mountain Bear;Sep-22;Birthday ;;;
Twinkle44776novi.dwi.septiana;08/03/22;Planet Rocket Astro Bundle;Solar System;1;Marketplace; IDR429.000 ;0%; IDR429.000 ; IDR206.700 ; IDR222.300 ;KALIMANTAN TENGAH;INDONESIA;;08/03/22;Planet Rocket Astro Bundle;Sep-22;Birthday ;;;
Twinkle44776janewoen;08/03/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;DKI JAKARTA;INDONESIA;;08/03/22;Twinkle Baloon;Sep-22;Birthday ;;;
Twinkle44776janewoen;08/03/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;DKI JAKARTA;INDONESIA;;08/03/22;Twinkle Baloon;Sep-22;Birthday ;;;
Twinkle44776janewoen;08/03/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;DKI JAKARTA;INDONESIA;;08/03/22;Twinkle Baloon;Sep-22;Birthday ;;;
Twinkle44776janewoen;08/03/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;DKI JAKARTA;INDONESIA;;08/03/22;Twinkle Baloon;Sep-22;Birthday ;;;
Twinkle44776janewoen;08/03/22;Twinkle Baloon;Birthday;1;Marketplace; IDR129.000 ;0%; IDR129.000 ; IDR52.000 ; IDR77.000 ;DKI JAKARTA;INDONESIA;;08/03/22;Twinkle Baloon;Sep-22;Birthday ;;;
